@relation 'Altura-de-ola-weka.filters.unsupervised.attribute.Remove-R11,16,17-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-V-R2,4,5,7,8,9,10,11,12,14-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2'

@attribute pres numeric
@attribute vwnd numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute ATMP numeric
@attribute class {Baja,Media,Moderada,MuyAlta}

@data
101140,1.900003,3.4,7.14,5.95,13.1,Media
100880,5.3,6.2,8.33,5.93,13.1,Media
100540,2.8,12.7,7.69,4.9,12.6,Moderada
100450,2,14.8,6.67,5.46,12.8,Moderada
100250,4.900003,13.8,10,6.52,12.3,Moderada
100150,4.800002,8.7,10.81,7.25,11.6,Moderada
100230,-3.5,5.5,11.43,7.98,12.6,Moderada
100670,-5.9,5.2,10,7.49,12.9,Moderada
101010,-3.499999,3.8,10.81,7.17,12.8,Media
101210,0.500002,4.9,10,6.9,13.8,Media
101280,-0.199998,5.8,9.09,6.2,13.5,Media
101500,-1.5,3.5,8.33,6.66,12.9,Media
101710,-1.6,6.5,6.67,5.55,12.5,Baja
101880,1.9,8,8.33,5.71,12.6,Baja
101680,4.500001,9,9.09,4.77,12.8,Media
101440,7.4,11.2,9.09,4.59,12.6,Media
101200,5.1,13.4,6.67,4.82,12.7,Media
101290,2.300002,11.7,6.67,5.15,13.3,Media
101260,4.4,10.4,9.09,5.55,12.9,Media
101060,7.1,7.5,10,5.95,12.4,Media
100800,2.6,4.9,10,6.05,12.3,Media
100980,0.7,9.6,9.09,4.97,13.1,Media
101210,3.1,9.3,8.33,5.1,12.7,Media
101360,5.5,8.8,7.14,4.86,12.7,Media
101470,5.400002,9.6,8.33,5.29,12.3,Media
101640,5.800002,9.7,7.14,4.47,12.8,Media
101710,3.900002,8.1,7.69,5.05,13,Baja
101770,4.600001,4.8,7.69,4.71,13,Baja
101770,4.6,4.9,16,6.11,11.9,Baja
101830,3.200001,4.1,17.39,5.93,12.9,Baja
101750,1.4,2.4,16,5.96,12.8,Baja
101630,-1.099998,4,16,7.53,13.1,Baja
101550,-2.799997,7,16,5.25,13.2,Baja
101550,-4.899997,5.1,14.81,6.23,13.9,Baja
101620,-4.799997,4.8,17.39,5.63,13.8,Baja
101730,-3.5,4.2,14.81,5.79,13.8,Baja
101940,-2.399998,4.5,14.81,5.76,13.9,Baja
102090,-0.799998,3.7,14.81,6.33,14.3,Baja
102160,-0.5,4.1,14.81,6.41,14.1,Baja
102170,-0.5,4.9,14.81,6.31,13.5,Baja
102210,-1.3,2.6,13.79,6.77,13.8,Baja
102190,-1.8,3.4,16,6.4,14.4,Baja
102140,-3.4,3,13.79,7.65,14.4,Baja
102130,-3.8,5.3,12.9,5.98,14.4,Baja
102240,-4.4,4.2,13.79,5.8,14.3,Baja
102290,-3.499997,5.4,12.9,4.44,14.6,Baja
102370,-3.999999,8.6,12.12,3.87,14.7,Baja
102340,-4.899997,6.9,5.26,3.89,14.1,Baja
102360,-1.499998,7,5,3.61,14.1,Baja
102230,0.3,6.8,5.26,3.97,14.4,Baja
102090,1.400002,4.1,12.9,4.21,14.3,Baja
101880,3.500001,3,12.12,5.03,13.9,Baja
101850,3.4,5,5.88,4.94,14.2,Baja
101790,3.900003,5.7,5.56,4.27,14.6,Baja
101730,4,4.9,6.25,4.07,13.9,Baja
101510,5.3,2,8.33,6.44,13.5,Baja
101360,3.9,5,9.09,6.12,13.7,Media
101180,5.5,5.4,9.09,6.58,13.8,Baja
101130,3.700001,8.5,7.69,4.37,13.8,Baja
101060,5,6.2,8.33,5.24,13.1,Baja
100920,3.8,4.3,7.69,4.97,13.6,Baja
100850,1.700001,1.6,8.33,5.32,14.5,Baja
100770,-2.7,3.7,7.14,5.48,14.1,Baja
100820,-5.1,6.1,7.69,4.96,14,Baja
100940,-8.5,8,7.69,4.33,14.5,Baja
101090,-6.6,8.2,5.26,4.84,14.8,Baja
101240,-5.6,5.4,5.26,4.4,15.1,Baja
101400,-3.4,4.6,7.14,5.21,14.4,Baja
101410,-1.499998,2,6.25,4.83,14.4,Baja
101550,-1.1,4.3,14.81,7,15,Baja
101550,0.3,3.6,14.81,5.54,14.4,Baja
101440,4.000001,7.1,5.56,3.94,13.5,Baja
101220,9.000002,10.3,3.33,3.58,14.1,Media
101130,8.5,11.5,5.88,4.67,14.1,Baja
101030,3.6,8.1,6.25,4.51,14,Baja
101050,-0.899998,8,6.67,4.42,13.9,Media
101220,-1.799999,8.8,7.69,4.87,14.1,Media
101240,2.1,10,8.33,5.33,14,Media
101020,4.000001,7.4,8.33,5.29,13,Media
100950,-0.1,5.5,8.33,6.69,13.4,Baja
101010,1.5,6.4,6.67,5.19,14.2,Baja
101090,4.500001,5.5,7.69,5.57,13.4,Baja
100890,5.1,4.6,7.14,5.05,13.7,Baja
100900,-2.2,6.2,7.14,6,13.5,Media
101330,-5.1,9.4,7.69,4.83,14.6,Baja
101840,-4.6,11.1,7.69,4.27,15,Media
102120,-1.7,9.2,6.67,5.18,14.8,Media
102240,-1.599997,9.5,7.69,4.79,14.3,Media
102370,-0.1,6.8,8.33,5.7,14.2,Baja
102410,1.3,4.2,7.69,5.44,14.4,Baja
102380,0.7,4.5,7.14,5.34,14.1,Baja
102330,-0.2,4.3,6.25,5.16,13.7,Baja
102280,-1.699997,4.4,5.88,5.46,11.8,Baja
102380,-3.099998,4.8,6.67,4.68,13.8,Baja
102390,-1,3.3,12.12,6.33,14,Baja
102390,1.8,4.6,12.12,4.74,14.3,Baja
102260,6.8,5.4,10.81,4.26,14.1,Baja
102120,8.4,9.6,3.33,3.21,14.3,Baja
102020,5.800002,7.3,5.26,4.29,14.3,Baja
101910,6.300002,6.3,6.25,4.28,14.5,Baja
101930,2.600002,7.5,6.25,4.33,14.4,Baja
102130,-0.1,8.8,7.14,4.52,14.7,Media
102340,0.700003,8.2,8.33,5.09,14.5,Media
102420,1.9,10.8,8.33,5.34,13.8,Media
102520,5.300002,11.6,9.09,5.32,14.5,Media
102380,10.1,15.4,5.88,4.92,14.8,MuyAlta
102100,12.3,17.3,8.33,6.68,14.8,MuyAlta
101830,8.900002,17,11.43,7.22,14.8,MuyAlta
102010,4.000001,14.5,10.81,7.73,14.1,Moderada
102160,1.5,13.9,11.43,6.91,14.3,Moderada
102120,-1.7,11.1,10,7.16,13.9,Moderada
102150,-0.199998,10.4,9.09,6.45,13.5,Media
102130,0.1,9.3,7.14,5.6,13.5,Media
102030,1.2,9.2,7.69,6.16,13.9,Media
101840,-1.499998,9.7,10.81,5.34,13.8,Media
101890,-3.399998,10.5,7.69,5.46,13.5,Media
102040,-3.799999,7.4,7.14,5.26,13.9,Media
102050,-0.7,5.6,7.69,5.71,13.6,Baja
101890,2.9,4.3,7.14,5.06,13.7,Baja
101380,8.3,7,7.14,5.26,13.5,Baja
100670,11.200003,14,4.17,4.11,12.5,Media
100050,12.800001,11.7,6.25,4.98,14,Moderada
99690,9.500002,15.4,7.69,5.44,13.8,MuyAlta
99690,7.700002,17.4,10,7.4,13.2,MuyAlta
99770,2.5,12.2,10,7.2,13.8,MuyAlta
100200,2,16.7,10,6.75,14,Moderada
100490,0.4,15,9.09,6.32,14.1,Moderada
100640,0.500002,13,8.33,6.67,13.4,Moderada
100680,0.600002,10.9,10,6.07,13.6,Moderada
100860,1.100002,12,9.09,6.29,13.8,Moderada
100940,-0.299998,7.7,10,6.1,13.4,Moderada
100990,-0.6,5.1,9.09,6.8,13.3,Media
101300,-2.5,1.3,10,6.06,13.9,Media
101610,-3.5,3.4,9.09,6.88,14.4,Media
101920,-4.899999,4,7.69,6.31,14.2,Baja
102220,-4.399997,2.5,8.33,6.59,13.8,Baja
102400,-5.8,3.3,7.69,6.07,14.1,Baja
102490,-4.399999,5,16,6.44,14.2,Baja
102480,-4.699998,5.5,7.14,5.25,13.9,Baja
102390,-3,5.4,14.81,6.75,13.1,Baja
102350,-1.3,5.1,13.79,5.94,13.5,Baja
102250,1.400002,7,13.79,4.42,13.1,Baja
101820,4.1,8.6,4.76,4.06,13.2,Baja
101470,4.4,9,12.9,4.44,13.5,Baja
100930,1.800002,8.9,5.26,4.36,14.1,Media
100510,-0.199997,12.6,5.88,4.66,14.4,Moderada
100000,-2.8,13.4,7.69,6.06,13.6,Moderada
99470,-7.6,10.8,10.81,6.8,13.7,MuyAlta
99370,-9.799998,17.2,10,7.42,13.3,Moderada
99390,-8.099997,9.1,10.81,7.72,14.1,Moderada
99550,-9.9,8.2,10,7.56,13.5,Moderada
99460,-9.599998,12.6,10.81,6.2,13.6,Moderada
99450,-7.799998,10.8,9.09,6.59,13.7,Moderada
99170,-1.599998,8.4,9.09,6.28,13.3,Media
98870,1.900002,8,10,5.91,12.7,Media
98600,-5.099998,13.5,7.69,5.16,12,Moderada
99000,-7.499999,14.5,8.33,6.21,12.6,MuyAlta
99240,-4.7,17.1,10,6.5,12,MuyAlta
99660,-4.3,18.1,11.43,7.35,12.2,MuyAlta
99750,-3.399998,15.3,10.81,7.68,12,MuyAlta
99910,-1.8,15,10.81,7.44,12.2,MuyAlta
99770,-5,14.3,11.43,7.25,10.3,MuyAlta
100020,-11.999998,15.1,10.81,7.18,11.6,Moderada
100500,-12.2,11.6,10.81,7.36,12.6,Moderada
100950,-8.699999,7.4,10,6.5,13.4,Moderada
101090,-6.8,9.9,10,6.05,13.2,Media
101300,-6.8,9,8.33,5.67,12.7,Media
101410,-9.399999,11.4,8.33,5.46,13.2,Media
101710,-7.6,7.5,7.69,5.28,13.2,Baja
101820,-4.599998,6.4,6.67,5.04,13.2,Baja
102020,-2.599997,4.7,7.14,4.92,13,Baja
102040,-0.899997,4.3,5.56,4.87,12.2,Baja
101990,1.800002,3.3,14.81,5.16,12.2,Baja
101940,5.5,5,12.9,5.26,12.7,Baja
101760,8.200003,7.7,3.13,3.46,12.9,Baja
101320,8.500002,7.7,13.79,4.36,13.2,Baja
100950,7.6,10.4,13.79,4.56,13.3,Media
100800,2.100002,13.9,5.26,4.75,12.9,Media
100780,-2.6,11.8,9.09,5.56,12.7,Moderada
100960,-1.099997,10,7.69,6.05,12.3,Moderada
101220,-2.7,11.4,8.33,5.44,12.7,Moderada
101380,-2.6,10.3,8.33,5.86,13.3,Media
101440,-1,10.6,6.25,5.08,13.4,Media
101390,-0.1,9.5,6.67,5.17,12.7,Media
101380,-1.299999,8.4,5.88,5.19,12.9,Baja
101480,-0.3,8.4,11.43,4.89,13,Baja
101410,2.400002,6.5,11.43,4.92,12.7,Baja
101340,3.5,5.8,10,5.1,12.2,Baja
101310,0.7,8.9,13.79,5.08,12.1,Baja
101260,-0.699998,5.6,13.79,6.05,12.7,Media
101090,2.200001,1.9,12.9,7.75,12.3,Media
100830,0.200002,4,12.12,8.51,12,Media
100900,-3,3.1,11.43,8.68,12.8,Baja
101150,-0.199998,2.4,11.43,7.58,13.1,Media
101160,2.800002,5,12.12,7.25,12.9,Media
101160,6.900002,6.1,11.43,7.53,12.7,Media
100890,10,9.3,10,6.46,12.6,Media
100520,15.4,12.7,10,5.24,13.1,Moderada
100320,13.7,12.4,7.14,5.54,13.8,Media
100570,7.7,8.4,8.33,6.2,13.4,Media
100230,9.4,5.7,8.33,5.86,13,Moderada
100070,9.6,14.9,6.67,5.59,13.9,Moderada
100690,5.3,12.3,7.14,5.64,13,Moderada
101250,7.800002,11.7,8.33,5.68,13.1,Moderada
101400,6.1,9.9,9.09,6.24,13,Media
101630,7.2,11.4,8.33,5.45,13.3,Media
101780,6,8.6,9.09,6.16,12.9,Media
101850,5.8,11.6,9.09,5.47,11.7,Media
102030,2.300002,11.1,8.33,5.34,12.3,Media
102150,2.4,9.7,8.33,5.5,12.6,Media
102250,0.5,12.7,8.33,5.6,11.5,Media
102270,-5.399999,12,9.09,5.9,11.4,Moderada
102370,-6.8,10.7,8.33,5.82,12,Moderada
102320,-6.399999,11.3,9.09,6.04,12.5,Media
102190,-3.599998,10.3,8.33,5.69,12.1,Media
101680,2.100002,12.4,8.33,5.39,11.6,Media
100890,4.4,11.1,8.33,5.39,11,Media
100100,0.300002,7.2,7.69,5.63,10.4,Moderada
99950,-4.099998,6.2,8.33,7.16,11.4,Moderada
100010,-5.499999,7.5,9.09,7.07,11.1,Media
100190,-4.9,7,10,7.02,11.9,Media
100220,-0.399998,4.6,10.81,6.96,12.3,Media
99980,2.300002,9,10,6.99,12.5,Media
99760,-0.6,10.7,8.33,4.98,11.6,Media
99970,-5.4,10.8,9.09,5.14,11.7,Media
100220,-0.999998,7.3,7.69,5.58,12.6,Media
100130,3.800002,9.9,7.69,4.8,12.5,Media
99860,8.200003,12.4,5.88,4.82,12.6,Media
99730,7.400002,12.3,7.69,5.11,12.4,Media
99760,3.5,10.2,7.14,5,12.6,Media
99690,0,4.1,8.33,5.71,11.4,Media
99680,-4.599998,6.7,7.69,5.66,11,Media
99830,1,6,7.69,5.68,10.9,Media
99930,3.1,9,7.69,5.59,10.8,Media
100170,2.8,11.6,7.14,4.92,10.9,Media
100310,5.700003,13.6,7.14,5.15,11,Moderada
100420,2.3,9.6,8.33,5.72,10.2,Media
100570,0.7,9.8,9.09,5.62,10.9,Media
100660,0.2,9.4,8.33,5.6,11,Media
100770,0,8.9,8.33,4.96,10,Media
100910,-0.599998,8.8,8.33,5.48,10.2,Media
101030,-0.199998,9.6,7.69,5.53,9.9,Media
101010,2.200001,7.7,7.69,6.35,9.9,Media
100740,3.5,2.4,8.33,6.23,10,Media
100440,1.200001,7.4,8.33,5.43,10.3,Baja
100480,-3.799999,7.7,8.33,5.27,10.5,Media
100390,-5.499999,9.5,8.33,5.49,10.9,Media
100310,-5.1,10.4,11.43,6.52,10.7,Media
100200,-5.299997,10.9,10.81,6.14,8.9,Media
100170,-5.3,6.5,10,6.33,10,Moderada
100120,-4.399999,15.1,7.14,5.86,10.7,Media
100220,-3.399997,12.1,7.14,5.42,11.5,Media
100370,-3.999999,7.2,7.14,5.49,11.1,Media
100520,-4.799998,9.2,8.33,5.46,10.9,Media
100490,-1.6,3.3,6.67,5.95,10,Media
100360,-2.999999,7,8.33,5.98,11,Baja
100300,-2.699998,6.1,8.33,5.5,10.9,Media
100500,-3.8,7.8,8.33,5.63,11.2,Baja
100860,-5.199998,7.8,6.25,5.09,10.9,Media
101240,-3.299999,11.6,7.14,5.34,10.7,Media
101610,-1.799999,8.2,7.14,5.1,10.3,Media
101770,2.1,8.9,6.67,4.71,10.8,Media
101750,4.200002,9.4,6.25,4.73,11.5,Media
101650,2.300002,13.7,6.25,4.72,11.8,Moderada
101700,-0.399998,12.7,8.33,5.52,11.7,Moderada
101880,0.8,13.3,8.33,5.66,11.9,Moderada
101900,4.3,11.8,9.09,5.72,11.5,Media
101780,6.2,11.8,9.09,5.28,11.6,Moderada
101670,6.8,10.3,8.33,5.84,12,Media
101430,9.6,9.7,9.09,5.33,12.1,Media
101150,8,8.5,8.33,5.69,12.1,Media
100970,6.2,8.6,7.14,5.24,12.2,Media
100810,6.9,7.4,6.67,5.22,12,Media
100480,10.2,8.5,9.09,5.54,12.2,Media
100130,16.1,12.5,9.09,5.4,12.6,Moderada
99570,21.100002,18.3,8.33,5.92,13.2,MuyAlta
99290,13,17.8,9.09,6.64,13.2,MuyAlta
100070,1.000003,17.4,10.81,6.8,10.1,MuyAlta
100580,4.9,16.5,12.12,7.45,8.5,MuyAlta
100690,9.600001,15.4,12.9,8.3,7.6,MuyAlta
101030,3.500003,14.4,12.9,8.12,8.7,MuyAlta
101430,0,14.6,12.12,8.43,8.3,MuyAlta
101840,-4,12.1,12.12,7.4,8.9,Moderada
102220,-6.1,5.9,10.81,7.33,9.4,Moderada
102720,-7.5,7.7,10,6.49,9.7,Media
102910,-7.6,9.4,10,6.39,10.3,Media
103470,-7.5,7.5,9.09,6.07,10.1,Media
103600,-5.3,7.2,7.14,5.48,9.9,Baja
103810,-3,4.3,8.33,5.75,10.2,Baja
103670,0.600002,1.2,6.25,5.38,10.3,Baja
103640,1.2,1.7,5.56,5.71,10,Baja
103360,4.700003,4.9,11.43,6,9.7,Baja
103060,5.700002,7,10.81,6.65,9.8,Media
102670,7.700002,8.4,11.43,5.19,10.5,Media
102460,6,7.1,10,6.08,11.4,Media
102350,3.100002,5.1,9.09,5.81,11.2,Media
102250,0.200003,4.6,9.09,6.11,10.7,Baja
102140,-3.299999,5.1,8.33,6.39,10,Baja
102070,-2.1,6.5,8.33,5.84,10.2,Baja
101870,-2.399997,7.5,8.33,5,10.7,Baja
101730,-1.4,6.5,12.9,5.72,10.4,Baja
101530,1,6.4,11.43,6.53,10.2,Media
101320,3,7.5,10.81,6.89,10.3,Media
101190,3.000001,7.5,10.81,6.14,10,Media
101000,2.500001,7.5,10,6.72,10.6,Baja
100850,1.7,7.4,10,5.44,10.8,Baja
100550,2.2,7.2,10,5.79,11,Baja
100230,2.2,8.8,10,4.44,11.2,Media
99690,4.8,11.8,5.26,4.63,11.7,Moderada
99300,10.4,15.8,6.67,5.37,12,Moderada
99300,11.2,8.6,8.33,6.44,11.9,Media
99130,8.400002,8.5,7.14,5.57,11.7,Media
98880,11.300003,10.5,8.33,5.88,11.9,MuyAlta
99110,10.600001,8.1,10,7.52,12.2,Moderada
99140,4.3,4.8,11.43,7.92,11.6,Moderada
98330,-7.6,6.4,10,7.04,10.6,Media
97660,-8.3,9.3,10.81,6.15,10.8,Media
97840,0.400002,9.6,6.67,5.18,11.1,Moderada
98330,7.700002,10.4,12.12,6.96,10.1,Moderada
98550,10.200002,10.5,10.81,6.14,11.4,Moderada
98680,10.400002,8.2,12.12,7.13,11.5,Moderada
98970,8.300001,11.4,10.81,6.18,11.6,Moderada
99140,6.8,8.5,14.81,7.96,11.3,Moderada
98490,0.5,11.9,13.79,7.33,11.1,Moderada
96960,-8,20,6.25,5.7,10.8,MuyAlta
97210,-1,4.9,14.81,8.89,11.1,MuyAlta
98160,5.700002,11,10.81,8.63,10.6,MuyAlta
98740,7.900002,14.7,11.43,7.11,10.7,MuyAlta
99390,6.800002,12.6,12.12,7.12,10.8,MuyAlta
100030,9.5,12.6,12.12,7.35,10,MuyAlta
100200,9.4,9.5,10.81,7.58,8.6,Moderada
100490,4.800002,16.2,10.81,6.39,9.1,MuyAlta
101120,4.100001,12.8,10.81,6.92,10,Moderada
101530,5.700002,9.7,10,6.31,10.6,Moderada
101830,5.900003,6.3,8.33,6.91,10.5,Media
101910,7.9,8.1,8.33,6.42,10.7,Media
101860,6,9.6,9.09,6.01,10.9,Media
101570,1.1,12.5,8.33,4.91,10.9,Moderada
100670,-1.3,15.5,5.88,5.28,10.7,MuyAlta
99890,6.900002,19.5,9.09,7.15,10.4,MuyAlta
99870,13.000002,10.5,10,7.58,11.7,Moderada
99810,8.7,7.8,9.09,7.02,11.4,Moderada
99530,7.800003,10.9,10,7,11.4,Moderada
99310,6.7,10.2,9.09,6.74,11.3,Moderada
99040,2.900002,3.8,9.09,6.8,11,Media
98990,5.400002,8.5,8.33,6.26,11.2,Moderada
99230,2.400003,3.1,9.09,6.93,10.6,Media
99450,-0.399998,6.6,9.09,7.12,10.2,Media
99800,3.400002,6.9,10,6.87,11,Media
99800,10.000002,7.6,9.09,5.95,11.2,Media
99640,7.5,11,10,6.01,10.2,Media
99830,2.300003,14,5.88,5.11,10.2,Media
100300,4,12.7,7.14,5.07,10.5,Media
100780,4.600001,14,6.67,5.2,10.7,Moderada
101270,3.800003,11.9,8.33,5.6,10.6,Media
101380,5.800003,7.5,9.09,6.01,10.6,Media
101040,8.900002,9.2,9.09,5.95,10.4,Moderada
100070,12.6,17.7,5.26,5.08,10.3,MuyAlta
99880,7,7.5,10,7,11.2,Moderada
99980,5.100003,5.1,10.81,7.07,11.2,Moderada
99520,10.400002,10.3,9.09,6.71,10.9,Moderada
98990,14.9,9.1,9.09,6.3,10.7,MuyAlta
98680,16.1,12.9,12.9,7.49,10.7,MuyAlta
98550,11,15.7,12.12,8.09,10.6,Moderada
99110,5.700002,14.2,12.12,6.89,10.5,Moderada
99710,5.9,14.7,10.81,6.79,10.3,Moderada
100260,1.1,12.9,10.81,6.29,9.9,Moderada
100670,4,9.8,10.81,6.69,10.1,Moderada
100880,3.1,9.3,10,6.11,9.5,Media
101270,1,8.7,10,6.38,9.7,Media
101550,1.800003,7.2,9.09,6.21,9.8,Media
101700,3.900002,7.4,9.09,6.4,9.7,Media
101640,8,7.7,7.69,6.08,9.6,Media
101420,12.000002,10.7,9.09,5.46,10.2,Moderada
101130,12.4,14.6,7.69,5.31,10.1,Moderada
100950,12.8,16.6,9.09,6.26,10.1,Moderada
100910,7.6,12.1,10,6.26,9.5,Media
101020,2.100002,4.2,8.33,6.12,10.2,Media
101220,-0.7,4.4,9.09,5.96,9.8,Media
101440,-0.8,1.2,13.79,6.65,9.6,Moderada
101470,0.5,2.3,10,8.03,9.9,Media
101280,0.7,6.2,12.12,7.49,10,Media
101310,4,9.2,10.81,6.39,10,Media
101150,4.7,10.7,9.09,5.18,9.9,Media
101020,6.000001,14.1,5.88,4.97,10,Moderada
100610,6.6,12.5,6.25,6.13,10.3,Moderada
100280,8,16.2,10.81,6.18,10.3,MuyAlta
99950,7.100001,14.8,9.09,7.21,10.7,MuyAlta
99410,6.3,17.9,12.9,7.03,10.7,MuyAlta
99010,10.900002,16.5,11.43,7.72,11.1,MuyAlta
99020,8.3,9.4,11.43,8.2,10.2,MuyAlta
98900,10.000002,10.6,10,7.61,10.4,Moderada
99170,5.500001,7.1,10,7.53,9.9,Moderada
99480,6.200002,10.6,10.81,6.78,10.4,Moderada
99600,8.600001,9.2,10,6.51,10.2,Moderada
99370,7.4,7.3,10.81,6.74,10.3,Moderada
99090,5.900002,8.5,8.33,6.91,9.7,Moderada
98920,1.9,4.9,10,7.6,9.5,Media
98930,-0.899998,6.5,13.79,7.68,9.4,Moderada
99070,1.1,10,8.33,6.03,9.1,Moderada
99110,4.100001,5.2,10.81,7.53,8.9,Moderada
98930,5.000001,6.4,9.09,7.07,9.3,Media
98800,2.800003,4.8,10,7.2,9.2,Media
98850,-4.199998,1.6,9.09,7.15,9,Moderada
99160,-10.4,8,10,7.51,9.3,Media
99660,-11.999998,13.1,10.81,6.34,9,Media
100170,-9.3,11.5,8.33,5.85,9.3,Moderada
100550,-8.299998,12.7,8.33,5.56,8.9,Moderada
100940,-7.199998,12.8,10,6.45,9.3,Moderada
101310,-4.6,13.2,7.14,5.96,9.3,Moderada
101590,-3.1,13.3,9.09,5.99,9.2,Moderada
101650,-1.099998,14.4,8.33,5.81,9.5,Media
101770,-3.299999,9.9,9.09,5.83,9.4,Moderada
102050,-0.999998,11.9,9.09,5.95,9.3,Media
101830,5.600001,4.5,10,5.92,8.4,Moderada
101390,9.500002,14.1,9.09,5.86,9.6,MuyAlta
100710,11.700002,19.1,9.09,6.4,9.6,MuyAlta
100820,-1.6,22.2,12.9,8.59,8.6,MuyAlta
101330,-4.499999,19,12.9,7.66,8.8,MuyAlta
101520,-2.799999,13.9,10.81,7.77,8.5,MuyAlta
101660,-0.7,10.7,12.12,7.61,8.2,Moderada
101680,-0.7,6.4,12.12,7.57,8.2,Media
101470,5.000003,5.5,11.43,6.44,8.1,Media
100910,10,12.2,11.43,5.05,8.8,Media
100030,12.800003,15.7,6.25,5.04,9.2,Moderada
99560,9.200002,13.8,8.33,6.19,10.1,Moderada
99670,5.2,15.9,10,6.09,8.6,MuyAlta
99670,13.300003,16.2,8.33,6.86,8.8,MuyAlta
99480,10.800001,16.2,10.81,7.69,9.1,MuyAlta
99490,8.900002,16.3,16,8.48,9.2,MuyAlta
99630,0.200002,12.7,14.81,8.35,8.6,MuyAlta
99860,-4.299998,13.5,13.79,8.05,8.3,MuyAlta
100270,-5.8,16.4,14.81,7.81,7.3,MuyAlta
100640,-6.699997,15.8,13.79,8.06,7.4,MuyAlta
100800,-7.299997,15.1,12.12,7.45,7.4,MuyAlta
101080,-8.3,15.4,11.43,7.92,7.5,MuyAlta
101420,-6.099998,10.5,10,7.42,7.9,Moderada
101500,0.500002,8.5,10,6.86,8.2,Moderada
101230,9.000002,10.8,9.09,6.39,8.7,Moderada
100930,7.900002,14.2,7.14,5.66,9.1,Moderada
100690,0.100002,9.9,10,6.04,8.5,Moderada
100460,1.900002,8.8,10.81,7.44,8.1,Moderada
100060,0.000002,10.2,10,6.71,7.2,Moderada
99860,-2.599998,12.1,12.12,6.18,6.4,Moderada
100040,-0.999998,13.5,11.43,6.09,5.7,MuyAlta
100580,-3.9,17.1,8.33,6.57,6.9,MuyAlta
100960,-1.199997,16.7,11.43,7.3,6.6,MuyAlta
101080,1.500002,13.2,12.12,7.86,6.3,MuyAlta
100680,8.500002,9.2,12.12,7.55,6.6,Moderada
99040,18.900002,15.8,12.12,6.76,7.2,MuyAlta
97990,11.700002,12.6,7.69,6.68,6.3,MuyAlta
97430,14.6,20.6,12.12,7.72,5.5,MuyAlta
97200,11.400002,21.5,14.81,9.34,7.8,MuyAlta
97340,6.400002,16.7,14.81,9.78,6.3,MuyAlta
97630,2.4,20.3,16,9.47,7,MuyAlta
97980,-0.399998,15.8,14.81,8.53,6.6,MuyAlta
98520,-1.2,15.6,14.81,7.76,5.4,MuyAlta
98980,-1.499998,15.6,11.43,7.96,5.2,MuyAlta
99320,-2.199998,13.2,12.9,8.96,4.6,MuyAlta
99620,-6.5,15,12.12,7.82,5.5,MuyAlta
99990,-7.399997,18.2,11.43,7.15,3.7,MuyAlta
100350,-6.999999,17.2,10.81,7.3,3.4,MuyAlta
100440,-1.999998,14.4,12.12,7.29,4.3,Moderada
100320,1.1,6.8,10.81,7.4,4.5,Moderada
100190,-2.199998,5.6,9.09,6.96,2.7,Media
100000,0.100002,1.9,10,6.59,4,Media
99360,-3.699997,7.2,10,6.69,3.9,Media
99190,-11.499998,10.7,10,5.65,4.9,Media
99550,-6.999999,10.7,9.09,5.23,5,Media
99670,-2.9,12.2,12.9,6.28,4,Moderada
99740,-5.999997,11.1,12.12,7.58,4.1,Moderada
100000,-7.1,12.7,11.43,6.69,3.3,Moderada
100410,-6,17.9,10.81,6.38,2,MuyAlta
100780,-5.499997,21.9,12.12,8.38,2.7,MuyAlta
101240,-5.899999,17.6,12.12,8.24,2.8,MuyAlta
101670,-8.299997,18.2,11.43,7.6,3.8,MuyAlta
101920,-5.299998,15,11.43,7.32,5.1,MuyAlta
102120,-0.5,12.7,10,7.05,5.1,Moderada
102280,0.4,10.5,10,6.3,6.5,Moderada
102470,0.2,10,7.69,5.86,7.1,Media
102610,4.1,11.2,7.69,5.21,6.9,Media
102680,7.3,11.2,7.69,5.21,6.9,Moderada
102540,11.100001,14.8,7.14,5.31,7.3,Moderada
102070,15.1,16.9,7.69,5.99,8.3,MuyAlta
101670,13.1,17.9,11.43,7.04,7.8,MuyAlta
101280,14.900002,17.8,10,7.35,7.8,MuyAlta
101030,12.1,18.7,11.43,7.03,8.5,MuyAlta
101330,6.300003,20.6,11.43,7.98,8.6,MuyAlta
102050,-1.099998,21.2,13.79,8.91,7.6,MuyAlta
102500,-1.999998,18.6,12.9,8.17,6.9,MuyAlta
102710,-1.999998,12.2,12.12,7.81,4.6,MuyAlta
102980,-7.6,14.8,?,?,5.7,MuyAlta
103050,-2.3,12.6,11.43,8.14,6.1,Moderada
102900,1.7,11.8,9.09,6.68,6,Moderada
102920,-2.999997,11.5,8.33,6.52,5.8,Moderada
103090,-6.899999,11.7,12.12,6.4,6.1,Moderada
103300,-2.599998,9,8.33,6.27,6.4,Media
103430,1.1,9.6,7.69,5.19,6.6,Media
103490,0.3,10,7.69,5.74,7.2,Moderada
103440,2.7,8.6,7.69,5.85,7,Moderada
